CustomerID,FirstName,LastName,Email,Age,Gender,Country,City,Segment,RegistrationDate,TenureDays,IsActive,TotalOrders,TotalRevenue,TotalNetRevenue,AvgOrderValue,MaxOrderValue,TotalQuantity,UniqueCategories,FirstPurchaseDate,LastPurchaseDate,DaysSinceLastPurchase,OrderFrequencyPerMonth,CLV,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount,RevenueTier,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,IsChurned,ChurnProbability,ChurnPrediction,ChurnRiskBand,ETLTimestamp,RevenuePerDay,IsHighValue,IsNewCustomer,ExportDate
CUST00066,Jessica,Lopez,jessica.lopez65@example.com,25,Prefer not to say,Netherlands,City_16,Startup,2022-12-28 15:04:23,733,True,5.0,18214.89,18153.54,3642.98,6612.34,86.0,3.0,2024-01-13 11:08:35,2024-11-28 18:05:47,32.0,0.43,56662.8,20.0,22893.93,1144.7,VIP,5,4,5,14,Champion,0,0.04,0,Low,2026-05-07 22:22:23.740018,24.85,1,0,2026-05-07
CUST00067,Barbara,Garcia,barbara.garcia66@example.com,64,Non-binary,Netherlands,City_19,Enterprise,2022-06-06 21:36:22,937,True,1.0,98.89,79.81,98.89,98.89,1.0,1.0,2024-03-08 07:11:24,2024-03-08 07:11:24,297.0,0.1,364.59,3.0,1426.52,475.51,Low,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.11,0,0,2026-05-07
CUST00068,James,Harris,james.harris67@example.com,52,Prefer not to say,Spain,City_17,Startup,2023-08-14 12:07:58,504,True,6.0,27730.85,27668.1,4621.81,10330.96,112.0,4.0,2024-02-04 19:34:47,2024-08-27 03:39:04,125.0,0.55,92016.0,18.0,20928.63,1162.7,VIP,3,5,5,13,Loyal,1,0.82,1,High,2026-05-07 22:22:23.740018,55.02,1,0,2026-05-07
CUST00069,Michael,Thomas,michael.thomas68@example.com,31,Prefer not to say,Sweden,City_21,Startup,2023-03-08 19:36:25,663,False,3.0,8896.97,8832.73,2965.66,5912.93,52.0,3.0,2024-01-05 12:08:43,2024-12-04 10:26:30,26.0,0.25,27061.62,7.0,6411.61,915.94,High,5,2,2,9,New Customer,0,0.05,0,Low,2026-05-07 22:22:23.740018,13.42,0,0,2026-05-07
CUST00070,Mia,Young,mia.young69@example.com,46,Female,Germany,City_26,Startup,2023-12-06 08:21:40,390,True,5.0,9326.88,9293.9,1865.38,5041.01,52.0,3.0,2024-01-06 09:19:58,2024-07-11 13:20:24,172.0,0.42,28448.28,13.0,14355.97,1104.31,High,2,4,2,8,Need Attention,1,0.96,1,High,2026-05-07 22:22:23.740018,23.92,0,0,2026-05-07
CUST00071,Joseph,Martinez,joseph.martinez70@example.com,53,Female,Italy,Unknown,Startup,2024-09-14 12:02:01,107,False,6.0,13785.97,13710.85,2297.66,6587.41,97.0,4.0,2024-03-04 14:35:58,2024-12-05 12:07:32,25.0,0.61,50151.62,15.0,11844.1,789.61,VIP,5,5,4,14,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,128.84,0,0,2026-05-07
CUST00072,Elizabeth,Anderson,elizabeth.anderson71@example.com,67,Male,Sweden,City_48,Individual,2023-07-21 17:55:46,528,False,4.0,4757.62,4707.43,1189.4,2230.05,63.0,3.0,2024-03-14 02:24:04,2024-11-20 11:31:54,40.0,0.42,17902.38,6.0,7756.85,1292.81,High,4,3,1,8,Need Attention,0,0.03,0,Low,2026-05-07 22:22:23.740018,9.01,0,0,2026-05-07
CUST00073,Evelyn,Robinson,evelyn.robinson72@example.com,57,Prefer not to say,Australia,City_21,Enterprise,2022-09-10 16:11:03,842,True,2.0,10384.74,10349.78,5192.37,9388.49,32.0,2.0,2024-04-11 03:09:35,2024-09-26 22:31:57,94.0,0.23,43236.85,11.0,11637.5,1057.95,VIP,3,1,3,7,Need Attention,1,0.92,1,High,2026-05-07 22:22:23.740018,12.33,0,0,2026-05-07
CUST00074,Amelia,Taylor,amelia.taylor73@example.com,21,Non-binary,Netherlands,City_21,SMB,2023-07-30 01:20:48,519,True,3.0,1703.9,1677.01,567.97,1370.99,24.0,3.0,2024-03-21 16:41:07,2024-10-25 20:05:11,65.0,0.32,6569.61,10.0,11654.2,1165.42,Medium,4,2,1,7,New Customer,0,0.04,0,Low,2026-05-07 22:22:23.740018,3.28,0,0,2026-05-07
CUST00075,Patricia,Robinson,patricia.robinson74@example.com,19,Male,United States,City_29,SMB,2023-07-06 21:27:06,542,True,5.0,13715.13,13660.06,2743.03,5804.65,86.0,4.0,2024-03-24 22:48:19,2024-11-27 14:15:56,33.0,0.54,53635.95,7.0,6607.1,943.87,VIP,4,4,4,12,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,25.3,0,0,2026-05-07
CUST00076,Abigail,Taylor,abigail.taylor75@example.com,23,Male,Belgium,City_18,Startup,2022-11-22 10:59:17,769,True,4.0,13288.82,13260.14,3322.2,4895.15,74.0,3.0,2024-02-21 08:05:28,2024-10-05 01:15:57,86.0,0.39,46489.64,15.0,18894.49,1259.63,VIP,3,3,3,9,Potential Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,17.28,0,0,2026-05-07
CUST00077,Jessica,Smith,jessica.smith76@example.com,71,Male,United States,City_15,Individual,2024-11-07 01:56:29,53,True,5.0,15329.84,15250.3,3065.97,5417.96,79.0,4.0,2024-02-04 14:06:40,2024-09-23 02:56:04,98.0,0.46,50867.2,7.0,4544.26,649.18,VIP,3,4,4,11,Loyal,1,0.96,1,High,2026-05-07 22:22:23.740018,289.24,0,0,2026-05-07
CUST00078,Linda,Robinson,linda.robinson77@example.com,59,Female,Belgium,City_5,Startup,2023-02-19 17:39:16,680,True,4.0,8960.0,8910.12,2240.0,4325.25,55.0,4.0,2024-09-12 23:46:33,2024-12-16 12:00:48,14.0,1.13,90844.44,16.0,12107.87,756.74,High,5,3,2,10,Need Attention,0,0.02,0,Low,2026-05-07 22:22:23.740018,13.18,0,0,2026-05-07
CUST00079,Amelia,Jackson,amelia.jackson78@example.com,21,Female,United States,City_13,Startup,2024-11-27 20:30:14,32,True,9.0,26536.38,26410.62,2948.49,9745.62,149.0,4.0,2024-01-20 14:52:43,2024-10-13 21:56:22,77.0,0.79,84224.16,12.0,12443.22,1036.94,VIP,3,5,5,13,Loyal,0,0.05,0,Low,2026-05-07 22:22:23.740018,829.26,1,0,2026-05-07
CUST00080,William,Hernandez,william.hernandez79@example.com,71,Female,Germany,City_9,Individual,2024-10-03 16:30:37,88,True,5.0,31575.03,31518.62,6315.01,10944.96,119.0,4.0,2022-01-07 16:06:11,2023-07-31 22:44:44,517.0,0.14,31778.18,21.0,23993.89,1142.57,VIP,1,4,5,10,At Risk,1,0.99,1,High,2026-05-07 22:22:23.740018,358.81,1,0,2026-05-07
CUST00081,Amelia,Jones,amelia.jones80@example.com,46,Non-binary,Netherlands,City_50,Enterprise,2022-04-21 22:04:42,983,False,2.0,4115.83,4071.26,2057.92,3728.96,22.0,2.0,2024-01-07 01:41:06,2024-10-09 20:42:26,81.0,0.17,12588.92,5.0,5229.66,1045.93,High,3,1,1,5,Promising,0,0.12,0,Low,2026-05-07 22:22:23.740018,4.19,0,0,2026-05-07
CUST00082,Evelyn,Lewis,evelyn.lewis81@example.com,35,Prefer not to say,Netherlands,City_50,SMB,2024-08-04 06:02:59,148,True,2.0,6648.95,6624.41,3324.48,6249.33,34.0,2.0,2024-04-15 21:51:35,2024-09-01 08:14:09,120.0,0.24,28219.38,5.0,7046.74,1409.35,High,3,1,2,6,Promising,1,0.94,1,High,2026-05-07 22:22:23.740018,44.93,0,0,2026-05-07
CUST00083,Abigail,Thompson,abigail.thompson82@example.com,43,Male,Sweden,City_38,Individual,2024-09-13 09:42:23,108,False,3.0,17145.03,17103.73,5715.01,10925.05,44.0,2.0,2024-04-09 14:15:21,2024-11-28 02:27:52,32.0,0.34,70844.56,5.0,5235.91,1047.18,VIP,5,2,4,11,New Customer,0,0.04,0,Low,2026-05-07 22:22:23.740018,158.75,1,0,2026-05-07
CUST00084,Liam,Martin,liam.martin83@example.com,61,Female,United States,City_7,SMB,2022-09-23 20:30:40,828,True,3.0,13978.8,13951.78,4659.6,7073.29,55.0,2.0,2024-05-30 21:06:34,2024-10-05 23:44:15,85.0,0.43,71862.85,5.0,5083.13,1016.63,VIP,3,2,4,9,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,16.88,0,0,2026-05-07
CUST00085,Mason,Ramirez,mason.ramirez84@example.com,51,Prefer not to say,France,City_10,Individual,2024-04-09 18:10:40,265,True,3.0,14006.41,13967.34,4668.8,6551.73,53.0,3.0,2024-06-19 08:37:07,2024-08-09 17:56:04,143.0,0.47,79056.8,4.0,6002.7,1500.68,VIP,2,2,4,8,Need Attention,1,0.95,1,High,2026-05-07 22:22:23.740018,52.85,0,0,2026-05-07
CUST00086,Logan,Taylor,logan.taylor85@example.com,27,Male,Italy,City_7,Individual,2023-01-16 07:12:46,714,True,5.0,11465.52,11397.94,2293.1,6255.55,98.0,4.0,2024-06-13 01:37:58,2024-12-16 11:07:14,14.0,0.76,62773.72,17.0,18059.71,1062.34,VIP,5,4,3,12,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,16.06,0,0,2026-05-07
CUST00087,Mia,Robinson,mia.robinson86@example.com,53,Prefer not to say,United States,City_11,Startup,2022-09-11 20:05:11,840,True,2.0,6793.02,6784.13,3396.51,6611.29,25.0,2.0,2024-08-10 11:26:31,2024-10-18 05:54:58,73.0,0.43,52382.8,5.0,3606.05,721.21,High,3,1,2,6,Promising,0,0.02,0,Low,2026-05-07 22:22:23.740018,8.09,0,0,2026-05-07
CUST00088,Abigail,Martin,abigail.martin87@example.com,31,Male,United States,City_29,Enterprise,2023-12-20 02:18:35,376,False,7.0,24698.35,24643.0,3528.34,9417.32,107.0,5.0,2024-01-24 08:15:58,2024-12-16 04:04:58,14.0,0.62,79309.95,13.0,12497.12,961.32,VIP,5,5,5,15,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,65.69,1,0,2026-05-07
CUST00089,Mason,Gonzalez,mason.gonzalez88@example.com,48,Prefer not to say,Germany,City_30,SMB,2023-08-13 11:07:27,505,True,2.0,6720.17,6700.5,3360.08,5598.32,30.0,2.0,2024-07-08 15:03:57,2024-10-02 16:41:59,89.0,0.35,42049.06,10.0,9681.01,968.1,High,3,1,2,6,Promising,0,0.06,0,Low,2026-05-07 22:22:23.740018,13.31,0,0,2026-05-07
CUST00090,David,Harris,david.harris89@example.com,65,Female,France,City_21,Enterprise,2023-02-24 08:23:03,675,False,2.0,12129.23,12108.66,6064.62,9365.27,50.0,2.0,2024-09-08 17:24:25,2024-10-30 01:00:28,61.0,0.54,117535.46,7.0,9400.06,1342.87,VIP,4,1,3,8,New Customer,0,0.01,0,Low,2026-05-07 22:22:23.740018,17.97,0,0,2026-05-07
CUST00091,Ethan,Walker,ethan.walker90@example.com,32,Prefer not to say,Netherlands,Unknown,Startup,2024-09-21 04:55:13,100,True,6.0,15683.7,15606.73,2613.95,7129.83,80.0,4.0,2024-03-02 09:05:30,2024-09-07 05:15:13,114.0,0.6,56678.72,17.0,18313.34,1077.26,VIP,3,5,4,12,Loyal,1,0.97,1,High,2026-05-07 22:22:23.740018,156.84,0,0,2026-05-07
CUST00092,Mason,Miller,mason.miller91@example.com,25,Prefer not to say,Germany,City_8,Individual,2024-05-15 04:35:29,229,True,4.0,22393.21,22322.07,5598.3,10681.19,73.0,4.0,2022-03-21 16:59:37,2023-01-08 22:50:09,721.0,0.12,24158.19,19.0,22284.45,1172.87,VIP,1,3,5,9,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,97.79,1,0,2026-05-07
CUST00093,Thomas,Thomas,thomas.thomas92@example.com,31,Male,Spain,City_35,SMB,2022-12-08 03:50:49,753,True,5.0,8465.99,8404.35,1693.2,5271.62,51.0,5.0,2024-06-07 15:43:14,2024-12-08 02:33:04,22.0,0.74,45001.26,11.0,12970.68,1179.15,High,5,4,2,11,Need Attention,0,0.0,0,Low,2026-05-07 22:22:23.740018,11.24,0,0,2026-05-07
CUST00094,Jessica,Harris,jessica.harris93@example.com,40,Prefer not to say,Italy,City_23,Enterprise,2024-11-29 12:16:09,31,False,2.0,8123.03,8087.03,4061.52,7351.51,31.0,2.0,2022-02-25 17:02:29,2022-08-01 05:42:47,882.0,0.06,8560.84,5.0,3595.86,719.17,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,262.03,0,0,2026-05-07
CUST00095,Sarah,Thompson,sarah.thompson94@example.com,74,Non-binary,Germany,City_50,SMB,2023-05-19 18:08:11,591,False,5.0,10728.71,10685.43,2145.74,4357.66,52.0,4.0,2024-02-27 13:50:51,2024-12-08 21:31:34,21.0,0.5,38266.9,13.0,13570.03,1043.85,VIP,5,4,3,12,Potential Loyal,0,0.02,0,Low,2026-05-07 22:22:23.740018,18.15,0,0,2026-05-07
CUST00096,Evelyn,Jackson,evelyn.jackson95@example.com,57,Male,France,City_14,SMB,2022-03-28 21:31:04,1007,True,5.0,15725.61,15665.69,3145.12,5720.33,68.0,4.0,2024-03-22 23:17:59,2024-11-19 05:26:47,41.0,0.54,61062.21,10.0,9845.08,984.51,VIP,4,4,4,12,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,15.62,0,0,2026-05-07
CUST00097,Harper,Jackson,harper.jackson96@example.com,38,Prefer not to say,Netherlands,City_29,SMB,2022-12-22 19:31:51,739,True,2.0,14646.93,14604.8,7323.46,11701.51,41.0,2.0,2024-02-11 11:10:54,2024-06-08 21:39:23,204.0,0.19,49654.45,14.0,15826.83,1130.49,VIP,2,1,4,7,Need Attention,1,0.97,1,High,2026-05-07 22:22:23.740018,19.82,0,0,2026-05-07
CUST00098,Jessica,Johnson,jessica.johnson97@example.com,33,Non-binary,France,City_20,Enterprise,2022-02-19 20:47:01,1044,True,5.0,8206.76,8132.02,1641.35,3173.99,77.0,3.0,2022-05-14 17:48:00,2024-05-30 08:10:19,214.0,0.16,9351.09,11.0,13571.78,1233.8,High,2,4,2,8,Need Attention,1,0.95,1,High,2026-05-07 22:22:23.740018,7.86,0,0,2026-05-07
CUST00099,Sarah,Sanchez,sarah.sanchez98@example.com,62,Male,Australia,City_30,SMB,2023-05-06 00:56:31,604,True,2.0,2743.2,2708.56,1371.6,1456.41,28.0,2.0,2024-03-28 21:01:04,2024-12-13 20:31:10,16.0,0.22,10883.35,4.0,4489.28,1122.32,High,5,1,1,7,New Customer,0,0.1,0,Low,2026-05-07 22:22:23.740018,4.54,0,0,2026-05-07
CUST00100,Mason,Moore,mason.moore99@example.com,35,Female,Belgium,City_17,Enterprise,2023-09-16 04:30:26,471,False,1.0,1813.87,1812.24,1813.87,1813.87,26.0,1.0,2024-10-24 15:45:40,2024-10-24 15:45:40,67.0,0.45,29644.59,7.0,6724.59,960.66,Medium,4,1,1,6,New Customer,0,0.03,0,Low,2026-05-07 22:22:23.740018,3.85,0,0,2026-05-07
CUST00101,Robert,Smith,robert.smith100@example.com,64,Male,Belgium,City_8,Individual,2023-02-20 22:06:12,678,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9999.0,0.0,0.0,0.0,0.0,0.0,No Revenue,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.0,0,0,2026-05-07
CUST00102,Charles,Brown,charles.brown101@example.com,46,Male,United States,City_6,Enterprise,2022-04-13 19:41:24,992,True,6.0,27542.32,27504.77,4590.39,7593.02,90.0,4.0,2024-04-11 15:59:45,2024-10-17 03:21:11,74.0,0.69,114672.4,17.0,16289.91,958.23,VIP,3,5,5,13,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,27.76,1,0,2026-05-07
CUST00103,Jessica,Young,jessica.young102@example.com,41,Prefer not to say,France,City_11,Startup,2022-11-24 18:00:37,767,True,3.0,9317.12,9264.88,3105.71,6858.84,35.0,3.0,2022-08-31 19:48:42,2023-09-02 22:28:23,484.0,0.11,11974.47,10.0,8858.24,885.82,High,1,2,2,5,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,12.15,0,0,2026-05-07
CUST00104,Sarah,Jackson,sarah.jackson103@example.com,43,Non-binary,United States,City_44,SMB,2024-05-31 02:00:17,213,True,8.0,14128.46,14021.77,1766.06,4248.85,114.0,6.0,2022-06-16 07:18:21,2024-02-11 23:42:09,322.0,0.26,16670.97,15.0,17798.95,1186.6,VIP,1,5,4,10,At Risk,1,0.99,1,High,2026-05-07 22:22:23.740018,66.33,0,0,2026-05-07
CUST00105,Olivia,Anderson,olivia.anderson104@example.com,42,Male,Belgium,City_20,Startup,2023-05-04 20:02:30,605,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9999.0,0.0,0.0,0.0,0.0,0.0,No Revenue,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.0,0,0,2026-05-07
CUST00106,Liam,Thompson,liam.thompson105@example.com,62,Male,Belgium,Unknown,Startup,2022-11-27 07:17:31,764,False,6.0,19223.74,19152.18,3203.96,5311.48,103.0,4.0,2022-02-26 18:46:38,2024-05-23 19:02:39,221.0,0.18,20279.38,15.0,11855.31,790.35,VIP,2,5,5,12,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,25.16,1,0,2026-05-07
CUST00107,Benjamin,Anderson,benjamin.anderson106@example.com,58,Male,France,City_45,Individual,2024-10-15 04:31:28,76,True,2.0,8489.9,8445.9,4244.95,8464.09,32.0,2.0,2024-04-17 08:28:57,2024-07-02 15:03:12,181.0,0.24,36172.92,9.0,8013.43,890.38,High,2,1,2,5,Lost,1,0.97,1,High,2026-05-07 22:22:23.740018,111.71,0,0,2026-05-07
CUST00108,Jennifer,Gonzalez,jennifer.gonzalez107@example.com,46,Prefer not to say,Sweden,Unknown,Individual,2024-02-15 12:41:25,319,False,6.0,12713.36,12639.52,2118.89,9597.99,56.0,4.0,2024-02-20 13:43:19,2024-11-29 18:20:40,31.0,0.58,44334.81,16.0,19848.37,1240.52,VIP,5,5,3,13,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,39.85,0,0,2026-05-07
CUST00109,William,Taylor,william.taylor108@example.com,32,Male,Australia,City_3,Enterprise,2023-09-07 14:13:34,480,True,4.0,6715.04,6674.61,1678.76,2230.52,53.0,4.0,2024-09-14 06:49:53,2024-12-01 06:20:31,29.0,1.14,68719.33,15.0,14598.92,973.26,High,5,3,2,10,Need Attention,0,0.03,0,Low,2026-05-07 22:22:23.740018,13.99,0,0,2026-05-07
CUST00110,Barbara,Rodriguez,barbara.rodriguez109@example.com,62,Non-binary,France,City_14,Enterprise,2024-09-25 15:15:17,96,False,4.0,6541.01,6501.36,1635.25,3201.58,30.0,3.0,2024-04-16 14:57:59,2024-12-23 11:28:08,7.0,0.47,27761.26,11.0,14544.01,1322.18,High,5,3,2,10,Need Attention,0,0.02,0,Low,2026-05-07 22:22:23.740018,68.14,0,0,2026-05-07
CUST00111,Joseph,Miller,joseph.miller110@example.com,18,Prefer not to say,Australia,City_21,SMB,2023-12-14 19:14:13,382,True,2.0,6650.15,6637.04,3325.08,5966.12,29.0,2.0,2024-07-22 22:17:26,2024-08-17 17:56:00,135.0,0.38,45511.96,7.0,7117.74,1016.82,High,2,1,2,5,Lost,1,0.96,1,High,2026-05-07 22:22:23.740018,17.41,0,0,2026-05-07
CUST00112,Aiden,Williams,aiden.williams111@example.com,42,Female,France,City_10,Startup,2022-08-10 22:38:20,872,True,4.0,11484.97,11440.61,2871.24,8714.87,71.0,3.0,2022-06-25 10:16:41,2023-06-16 03:26:06,563.0,0.13,13684.49,15.0,12802.88,853.53,VIP,1,3,3,7,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,13.17,0,0,2026-05-07
CUST00113,Barbara,Martin,barbara.martin112@example.com,24,Female,Sweden,City_6,Individual,2023-02-16 11:26:54,683,False,2.0,2067.1,2038.16,1033.55,2033.49,11.0,2.0,2022-04-25 05:23:11,2023-03-17 02:04:42,654.0,0.06,2309.67,4.0,3054.46,763.62,High,1,1,1,3,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,3.03,0,0,2026-05-07
CUST00114,Susan,Lewis,susan.lewis113@example.com,26,Prefer not to say,Italy,City_46,Individual,2022-08-05 21:47:44,877,True,4.0,3567.56,3538.05,891.89,3220.52,45.0,3.0,2024-03-24 10:17:37,2024-11-18 22:49:38,41.0,0.43,13902.06,17.0,21525.21,1266.19,High,4,3,1,8,Need Attention,0,0.04,0,Low,2026-05-07 22:22:23.740018,4.07,0,0,2026-05-07
CUST00115,Robert,Williams,robert.williams114@example.com,41,Non-binary,France,City_16,SMB,2023-01-19 02:56:23,711,True,1.0,6922.04,6917.93,6922.04,6922.04,21.0,1.0,2024-01-09 01:15:38,2024-01-09 01:15:38,356.0,0.09,21291.11,4.0,1976.4,494.1,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,9.74,0,0,2026-05-07
CUST00116,Lucas,White,lucas.white115@example.com,18,Prefer not to say,France,City_23,Individual,2024-05-22 01:19:15,222,False,2.0,7622.0,7604.87,3811.0,4601.82,43.0,2.0,2024-02-28 22:01:21,2024-03-13 03:41:52,292.0,0.2,27364.23,0.0,0.0,0.0,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,34.33,0,0,2026-05-07
CUST00117,Lucas,Rodriguez,lucas.rodriguez116@example.com,61,Prefer not to say,Netherlands,City_26,Startup,2024-04-17 06:31:47,257,False,2.0,5566.48,5531.05,2783.24,3874.31,24.0,2.0,2024-02-16 20:53:38,2024-11-08 12:25:12,52.0,0.19,19228.06,7.0,5559.12,794.16,High,4,1,2,7,New Customer,0,0.24,0,Low,2026-05-07 22:22:23.740018,21.66,0,0,2026-05-07
CUST00118,Olivia,Garcia,olivia.garcia117@example.com,46,Prefer not to say,Sweden,City_33,Startup,2023-02-13 03:43:01,686,True,2.0,2972.01,2947.13,1486.0,2457.93,12.0,1.0,2022-06-21 02:03:03,2023-01-20 07:36:38,710.0,0.07,3525.84,3.0,4156.55,1385.52,High,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,4.33,0,0,2026-05-07
CUST00119,Benjamin,Jackson,benjamin.jackson118@example.com,41,Prefer not to say,United States,City_4,SMB,2024-06-27 02:56:43,186,True,3.0,10747.82,10715.39,3582.61,7289.2,49.0,2.0,2024-03-30 16:15:33,2024-11-20 06:16:29,40.0,0.33,42795.87,12.0,15028.75,1252.4,VIP,4,2,3,9,New Customer,0,0.06,0,Low,2026-05-07 22:22:23.740018,57.78,0,0,2026-05-07
CUST00120,Amelia,Lee,amelia.lee119@example.com,28,Male,United Kingdom,City_44,Startup,2023-10-28 13:10:14,429,True,6.0,17695.22,17632.7,2949.2,5859.66,92.0,4.0,2024-03-18 13:12:03,2024-12-25 03:54:29,5.0,0.64,67513.12,14.0,13545.38,967.53,VIP,5,5,4,14,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,41.25,1,0,2026-05-07
CUST00121,Lucas,Clark,lucas.clark120@example.com,68,Female,Netherlands,City_20,Enterprise,2024-06-25 11:41:03,188,True,3.0,19570.98,19534.37,6523.66,9909.56,62.0,3.0,2023-09-23 11:46:44,2024-02-18 16:00:32,316.0,0.2,46185.83,14.0,11479.39,819.96,VIP,1,2,5,8,Need Attention,1,0.98,1,High,2026-05-07 22:22:23.740018,104.1,1,0,2026-05-07
CUST00122,Patricia,Lopez,patricia.lopez121@example.com,46,Non-binary,United Kingdom,City_17,Startup,2023-09-13 10:43:48,474,True,4.0,7759.63,7702.33,1939.91,5392.3,49.0,3.0,2024-02-15 09:44:54,2024-10-03 13:31:57,88.0,0.38,26635.72,12.0,16646.98,1387.25,High,3,3,2,8,Need Attention,0,0.05,0,Low,2026-05-07 22:22:23.740018,16.37,0,0,2026-05-07
CUST00123,Susan,Gonzalez,susan.gonzalez122@example.com,46,Male,Sweden,City_12,Enterprise,2023-07-17 08:12:20,532,True,2.0,7566.13,7554.91,3783.06,4501.79,33.0,2.0,2024-02-14 02:26:33,2024-07-28 13:45:06,155.0,0.19,25890.35,3.0,2649.42,883.14,High,2,1,2,5,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,14.22,0,0,2026-05-07
CUST00124,Lucas,Rodriguez,lucas.rodriguez123@example.com,52,Female,France,City_2,Individual,2022-12-07 16:52:13,754,True,2.0,11204.22,11177.59,5602.11,6902.12,32.0,2.0,2022-10-30 19:21:22,2024-05-24 19:33:22,220.0,0.08,15490.68,9.0,9604.57,1067.17,VIP,2,1,3,6,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,14.86,0,0,2026-05-07
CUST00125,Aiden,White,aiden.white124@example.com,52,Prefer not to say,Spain,City_26,Enterprise,2022-08-03 21:22:52,879,True,2.0,3995.67,3985.86,1997.84,3230.45,32.0,1.0,2022-03-05 05:21:53,2022-07-22 18:47:58,892.0,0.06,4243.7,6.0,4588.4,764.73,High,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,4.55,0,0,2026-05-07
CUST00126,Mary,King,mary.king125@example.com,46,Female,Belgium,Unknown,SMB,2024-03-02 12:31:01,303,True,2.0,10205.54,10194.71,5102.77,7806.77,30.0,2.0,2024-01-12 01:06:14,2024-02-28 21:07:08,305.0,0.17,31657.41,5.0,4580.19,916.04,VIP,1,1,3,5,Need Attention,1,0.99,1,High,2026-05-07 22:22:23.740018,33.68,0,0,2026-05-07
CUST00127,Aiden,Allen,aiden.allen126@example.com,22,Female,Australia,City_36,SMB,2024-02-06 15:36:14,328,True,4.0,7380.13,7325.67,1845.03,5655.35,37.0,3.0,2024-04-01 02:50:10,2024-10-13 11:06:26,78.0,0.45,29601.62,11.0,8282.78,752.98,High,3,3,2,8,Need Attention,0,0.03,0,Low,2026-05-07 22:22:23.740018,22.5,0,0,2026-05-07
CUST00128,Ethan,Moore,ethan.moore127@example.com,59,Male,Australia,City_48,SMB,2022-05-22 05:20:54,953,True,5.0,20406.59,20333.25,4081.32,8938.49,76.0,3.0,2022-09-02 23:25:28,2024-03-13 03:30:56,292.0,0.18,26319.45,6.0,4048.29,674.72,VIP,1,4,5,10,At Risk,1,0.99,1,High,2026-05-07 22:22:23.740018,21.41,1,0,2026-05-07
CUST00129,James,Hernandez,james.hernandez128@example.com,56,Male,Sweden,City_36,SMB,2022-03-15 04:37:32,1021,True,4.0,9212.67,9159.24,2303.17,4324.0,72.0,4.0,2022-03-03 08:14:22,2024-03-11 14:21:27,294.0,0.12,9765.61,10.0,7877.56,787.76,High,1,3,2,6,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,9.02,0,0,2026-05-07
CUST00130,Noah,Taylor,noah.taylor129@example.com,58,Non-binary,Belgium,City_16,SMB,2022-06-20 08:00:57,924,True,1.0,1519.99,1505.25,1519.99,1519.99,4.0,1.0,2024-08-02 15:47:50,2024-08-02 15:47:50,150.0,0.2,11095.93,6.0,9172.05,1528.68,Medium,2,1,1,4,Lost,1,0.96,1,High,2026-05-07 22:22:23.740018,1.65,0,0,2026-05-07
CUST00131,Karen,Walker,karen.walker130@example.com,45,Prefer not to say,Sweden,City_7,Startup,2022-08-26 10:20:14,857,True,3.0,20196.76,20166.14,6732.25,9969.02,71.0,2.0,2024-08-15 09:53:17,2024-12-01 02:48:37,29.0,0.67,161426.66,13.0,10419.07,801.47,VIP,5,2,5,12,New Customer,0,0.01,0,Low,2026-05-07 22:22:23.740018,23.57,1,0,2026-05-07
